"institution.name","collection","object_number","object_category","object_name","title","description","creator","creator.role","production.place","production.period","production.date.start","production.date.start.prec","production.date.end","production.date.end.prec","material","material.part","dimension.part","dimension.value","dimension.unit","inscription.content","association.person","association.subject.type","association.subject","association.period"
"Industriemuseum","wonen","V27117","drinkgerei","koffiekan","Geëmailleerde kan voor koffie van het merk Reservoir","","Reservoir","fabrikant","China","3de kwart 20ste eeuw","1970","ca.","1970","","metaal","geheel","geheel","22","cm","b01P-16 13c","Reservoir","onderwerp","wonen","3de kwart 20ste eeuw"
"Industriemuseum","wonen","V13060","verwarmingstoestellen","kachel","Gaskachel van het merk Cannon","Geëmailleerde kachel op gas van het merk Cannon Iron Foundries Ltd. Voorzien van een elektrische ontsteking.","Cannon Iron Foundries Ltd.","fabrikant","Bilston","3de kwart 20ste eeuw","","","","","gietijzer","geheel","geheel","60","cm","cannon","Cannon Iron Foundries Ltd.","onderwerp","wonen","3de kwart 20ste eeuw"
"Industriemuseum","textiel","V02538","naaimachines","naaimachine","Huishoudelijke naaimachine van het merk Singer","Handmatige aangedreven huishoudelijke naaimachine van het merk Singer Manufacturing Company, type 12 New Family. Het is de eerste echte huishoudelijke naaimachine en kwam in 1856 voor het eerst op de markt, maar bleef gedurende ongeveer 40 jaar in productie. Dit exemplaar heeft een productienummer uit het jaar 1884.","Singer Manufacturing Company","fabrikant","Kilbowie","einde 19de eeuw","1884","","","","hout","sokkel","geheel","24","cm","THE SINGER M.F.G. Co NY / Trade Mark","Singer Manufacturing Company","onderwerp","textiel","einde 19de eeuw"
"Industriemuseum","energie","V13035","systeemonderdelen","gasmeter","Draagbare ijkmeter voor gas van het merk Contimeter","Rechthoekige droge gasteller van het merk Contimeter (Compagnie Continentale d'Appareils de Mesure). Debiet regelbaar met een draaiknop met schaal (1 tot 30). Op de zijkant een openklapbaar deurtje (verdwenen) met een glazen pijp met sifon en schaal op metaalplaatje (0 tot 11). Wordt gebruikt voor controle bij de klant.
Technisch: 10 becs - 1400 liter/u.","Contimeter","fabrikant","Brussel (stad)","2de kwart 20ste eeuw","1941","","","","metaal","geheel","geheel","33","cm","CONTIMETER / COMPAGNIE CONTINENTALE / D'APPARREILS DE MESURE / BRUXELLES / 10 BECS / N° 1367345 / 1400 LITRES A L'HEURE / ANNEE 1941","","onderwerp","energie","2de kwart 20ste eeuw"
"Industriemuseum","wonen","V13043","verwarmingstoestellen","kachel","Gaskachel van het merk AP","Geëmailleerde kachel op gas van het merk AP, model L'Hygiénique type 2. Aan de bovenkant een potje met deksel om de luchtvochtigheid op peil te houden.","AP","fabrikant","Brussel (stad)","begin 20ste eeuw","","","","","gietijzer","geheel","geheel","70","cm","L'HYGIÉNIQUE","AP","onderwerp","wonen","begin 20ste eeuw"
"Industriemuseum","energie","V13071","systeemonderdelen","gasmeter","Verbruiksmeter voor gas van het merk Rigaux","Ronde natte gasteller van het merk Henry Rigaux Ingenieur. Hersteld in 1935 door Gaz Charleroi.
Technisch: 5 becs - 700 liter/u.","Rigaux Henry","fabrikant","Ukkel (Brussel)","begin 20ste eeuw","1902","","","","metaal","geheel","geheel","40","cm","7 REPAIRE 1935 / GAZ CHARLEROI / VOLANT 21 9 / HENRY RIGAUX Ingenieur / N° 187231 / COMPREUR PR 5 BECS / 1902 / 700 LITRES A L'HEURE / 74, RUE D'OSTENDE, BRUXELLES Ouest","","onderwerp","energie","begin 20ste eeuw"
"Industriemuseum","wonen","V13120","verwarmingstoestellen","kachel","Gaskachel zonder merk","Geëmailleerde kachel op gas met apart voorzetstuk. Zonder merk. In art-nouveaustijl.","onbekend","","","2de kwart 20ste eeuw","","","","","gietijzer","geheel","geheel","70","cm","","","onderwerp","wonen","2de kwart 20ste eeuw"
"Industriemuseum","wonen","V13165","kooktoestellen","fornuis","Gasfornuis zonder merk","Geëmailleerd gasfornuis met 43 branders en oven zonder merk.","onbekend","","","2de kwart 20ste eeuw","","","","","gietijzer","geheel","geheel","38","cm","","","onderwerp","wonen","2de kwart 20ste eeuw"
"Industriemuseum","wonen","V13199","kooktoestellen","fornuis","Gasfornuis van het merk Les Fonderies Bruxelloises","Geëmailleerd gasfornuis met 5 branders, oven, grill en bordenwarmer van het merk Les Fonderies Bruxelloises. type Unica. Met uitklapbare zijvleugel.","Les Fonderies Bruxelloises (Fobrux)","fabrikant","Haren (Brussel)","2de kwart 20ste eeuw","","","","","plaatstaal","geheel","geheel","82","cm","","Les Fonderies Bruxelloises (Fobrux)","onderwerp","wonen","2de kwart 20ste eeuw"
"Industriemuseum","wonen","V13180","verwarmingstoestellen","kachel","Gaskachel van het merk Fobrux","Kachel op gas (radiatormodel) met 8 buizen van het merk Fobrux (Les Fonderies Bruxelloises), type Radiagaz.","Les Fonderies Bruxelloises (Fobrux)","fabrikant","Haren (Brussel)","3de kwart 20ste eeuw","","","","","plaatstaal","geheel","geheel","72","cm","RADIAGAZ N°4608 / BREVET BELGE / N¨461.408","Les Fonderies Bruxelloises (Fobrux)","onderwerp","wonen","3de kwart 20ste eeuw"
"Industriemuseum","energie","V13179","systeemonderdelen","gasmeter","Verbruiksmeter voor gas van het merk Pintsch","Ronde natte gasteller van het merk Pintsch.","Pintsch","fabrikant","Berlijn","2de kwart 20ste eeuw","1932","","","","metaal","geheel","geheel","55","cm","JULIUS / PINTSCH / AKTINGESELLSCHAFT / BERLIN / PATENTIERT / SYSTEM X / J= 10l V=7.5 cbm / Nr. 1944373  1932 // Bertiebsdrück: max. / 2 Atü","","onderwerp","energie","2de kwart 20ste eeuw"
"Industriemuseum","wonen","V13213","verwarmingstoestellen","kachel","Gaskachel van het merk Costermans","Geëmailleerde kachel op gas (groen overschilderd) van het merk Louis Costermans.","Costermans Louis","fabrikant","Brussel (stad)","1ste helft 20ste eeuw","","","","","gietijzer","geheel","geheel","55","cm","L. COSTERMANS / BREVETE / BRUXELLES","Costermans Louis","onderwerp","wonen","1ste helft 20ste eeuw"
"Industriemuseum","wonen","V13222","kooktoestellen","fornuis","Gasfornuis van het merk Etna","Geëmailleerd gasfornuis met 4 branders en oven van het merk Etna.","Etna","fabrikant","","3de kwart 20ste eeuw","","","","","plaatijzer","geheel","geheel","85","cm","ETNA","Etna","onderwerp","wonen","3de kwart 20ste eeuw"
"Industriemuseum","energie","V13244","gasverlichting","lantaarn","Lichtkooi van gaslantaarn voor openbare verlichting","Ronde lantaarn voor straatverlichting op gas. Het bevestigingssysteem voor hangende gloeikousjes en het lampenglas ontbreken. Oorspronkelijk op een lantaarnpaal bevestigd.","onbekend","","","begin 20ste eeuw","1900","ca.","","","metaal","geheel","geheel","85","cm","","","","energie","begin 20ste eeuw"
"Industriemuseum","energie","V15062","elektrische verlichting","gloeilamp","Gloeilamp van het merk Westinghouse","Elektrische lamp met schroeffitting en heldere ballon in glas (conisch) van het merk Westinghouse, type 10S6/13 E17. Bewaard per 10 stuks in originele verpakking van golfkarton.
Technisch: 250V - 10W.","Westinghouse Electric Corporation","fabrikant","Verenigde Staten van Amerika","20ste eeuw","","","","","karton","verpakking","verpakking","5","cm","Westinghouse 10S6/13 / 10 W 250 V / Inter. Base / 10 LIGHT BULBS / For greater see-ability // Westinghouse / 10 LIGHT BULBS / YOU CAN BE sure... IF IT'S Westinghouse / FACTORY / TESTED","","onderwerp","energie",""
"Industriemuseum","wonen","V29631","benodigdheden wassen","waspoeder","Doos waspoeder van het merk Daz","Waspoeder van het merk Daz, type Super. Geproduceerd door Procter & Gamble. Verpakking van 240 gram. Met Nederlandse en Franse tekst en gebruiksaanwijzing op de zijkant van de doos. Promotieaanbieding waarbij er kan gespaard worden voor handdoeken.
","Procter & Gamble","fabrikant","Benelux","3de kwart 20ste eeuw","1960","ca.","1970","ca.","karton","verpakking","geheel","18","cm","SUPER / DAZ / MET BLAUWE PUNTEN / witter zelfs zonder koken /  HANDDOEKEN AANBOD // SUPER DAZ / WAST WITTER ZELFS ZONDER KOKEN / ...uw linnen zal witter zijn, merkelijk witter / MET SUPER DAZ","Procter & Gamble","onderwerp","wonen","3de kwart 20ste eeuw"
"Industriemuseum","drukkerij","V08686","meubilair","rek","Metalen rekken voor telkens vier inktrollen voor een Heidelberg drukpers","","Heidelberger Druckmaschinen AG","fabrikant","Heidelberg","3de kwart 20ste eeuw","1960","ca.","","","metaal","rek","geheel","50.5","cm","ORIGINAL HEIDELBERG","Heidelberger Druckmaschinen AG","onderwerp","drukkerij","3de kwart 20ste eeuw"
"Industriemuseum","wonen","V27716","benodigdheden wassen","waspoeder","Doos waspoeder van het merk Persil","Waspoeder van het merk Persil. Verpakking van 275 gram. Met Nederlandse en Franse tekst en gebruiksaanwijzing op de achterzijde van de doos. Verpakt per twee dozen in promotieaanbieding.","Persil nv","fabrikant","Brussel (stad)","3de kwart 20ste eeuw","1950","ca.","1960","ca.","karton","verpakking","geheel","18.5","cm","Persil / Uw linnen houdt van Persil","Persil nv","onderwerp","wonen","3de kwart 20ste eeuw"
"Industriemuseum","wonen","V27754","keukengerei","melkbus","Geëmailleerde melkkan zonder giettuit","","onbekend","","","","","","","","metaal","geheel","geheel","31","cm","","","onderwerp","wonen",""
"Industriemuseum","textiel","V23441","benodigdheden hoedenmaker","hoedenvorm","Houten mal of vorm voor hoeden","Cilindervormige hoedenmal die gebruikt wordt om hoeden op vorm te maken en om hoeden op te zetten.
Omtrek: 60 cm.","onbekend","","","2de helft 20ste eeuw","","","","","hout","geheel","geheel","15","cm","60 / Chinois","Bolle (pettenfabrikant)","onderwerp","textiel",""
"Industriemuseum","textiel","V23449","benodigdheden hoedenmaker","hoedenvorm","Houten mal of vorm voor hoeden","Bolvormige hoedenmal die gebruikt wordt om hoeden op vorm te maken en om hoeden op te zetten. Deze vorm bestaat uit 2 delen die aan elkaar zijn vastgemaakt.
Omtrek: 55 cm.","onbekend","","","2de helft 20ste eeuw","","","","","hout","geheel","geheel","12","cm","55","Bolle (pettenfabrikant)","onderwerp","textiel",""
"Industriemuseum","textiel","V23460","benodigdheden hoedenmaker","hoedenvorm","Houten mal of vorm voor hoeden","Hoedenmal die gebruikt wordt om hoeden op vorm te maken en om hoeden op te zetten. Deze vorm bestaat uit 3 delen die aan elkaar zijn vastgemaakt. Het bovenvlak heeft een dieper liggende rand van ongeveer 2 cm.
Omtrek: 51 cm.","onbekend","","","2de helft 20ste eeuw","","","","","hout","geheel","geheel","11","cm","","Bolle (pettenfabrikant)","onderwerp","textiel",""
"Industriemuseum","textiel","V23464","benodigdheden hoedenmaker","hoedenvorm","Houten mal of vorm voor hoeden","Hoedenmal die gebruikt wordt om hoeden op vorm te maken en om hoeden op te zetten.
Omtrek: 56 cm.","onbekend","","","2de helft 20ste eeuw","","","","","hout","geheel","geheel","10.5","cm","56","Bolle (pettenfabrikant)","onderwerp","textiel",""
"Industriemuseum","textiel","V23476","benodigdheden hoedenmaker","hoedenvorm","Houten mal of vorm voor hoeden","Hoge bolvormige hoedenmal die gebruikt wordt om hoeden op vorm te maken en om hoeden op te zetten. Deze vorm bestaat uit 5 segmenten.
Omtrek: 48 cm.","onbekend","","","2de helft 20ste eeuw","","","","","hout","geheel","geheel","16.8","cm","","Bolle (pettenfabrikant)","onderwerp","textiel",""
"Industriemuseum","wonen","V26061","scheergerei","scheerzeep","Scheerstaaf van het merk Laurent","Staafvormige scheerzeep van het merk Ch. Laurent. Bewaard in originele verpakking.","Laurent Ch.","fabrikant","Parijs","1ste helft 20ste eeuw","1900","ca.","1950","ca.","zeep","staaf","geheel","3","cm","Pâte à Rasoir / CH. LAURENT / Parfumeur-Chimiste / PARIS","Laurent Ch.","onderwerp","wonen","1ste helft 20ste eeuw"
"Industriemuseum","wonen","V27873","benodigdheden strijken","stijfsel","Verpakking met stijfsel van het merk Remy","Rijststijfsel van het merk E. Remy & Cie. Verpakking van 250 gram. Op de zijkant afbeelding van medailles die gewonnen werden op verschillende wereldtentoonstellingen. De laatse medaille is van de wereldtentoonstelling te Parijs in 1889.","Remy E. & Cie","fabrikant","Wijgmaal","1ste helft 20ste eeuw","1900","ca.","1950","ca.","papier","verpakking","geheel","9","cm","FABRIQUÉ AUX USINES REMY / A WYGMAEL (BELGIQUE) / Les conditions climatériques influençant l'état hygroscopique des amidons. Le poids de ce paquet ne peut être garanti // PATES ALIMENTAIRES / FARINES & SEMOULES / PRODUITS DE RÉGIME // REMY'S STIJFSEL / gewaarborgd van zuivere rijst / AMIDON ROYAL, LOUVAIN Ste Ane DES USINES REMY / 250 Gr. / GEDEPONEERD FABRIEKSMERK // KOUD - In koud water oplossen, 't gedroogde linnen in de oplossing doppen en steeds vochtig strijken. / WARM - In zeer weinig koud water oplossen, eene voldoende hoeveelheid kokend water hieraan toevoegen, niet laten koken.","Remy E. & Cie","onderwerp","wonen","1ste helft 20ste eeuw"
"Industriemuseum","wonen","V27874","benodigdheden strijken","stijfsel","Verpakking met stijfsel van het merk Gulden Sporen","Rijststijfsel van het merk Gulden Sporen. Originele papieren verpakking van 227 gram. Met tekst in het Nederlands en het Frans en gebruiksaanwijzing op de zijkant van de verpakking.","Gulden Sporen","fabrikant","Kortrijk","3de kwart 20ste eeuw","1950","ca.","","","papier","verpakking","geheel","7","cm","RIJSTSTIJFSEL / Gulden Sporen // NET 8 OZ. - 227 GR. / INGEVOERD DOOR H.R. KORTRIJK 11499","Gulden Sporen","onderwerp","wonen","3de kwart 20ste eeuw"
"Industriemuseum","wonen","V27890","elektrische verlichting","lampenkap","Lampenkap in wit opaline glas","","onbekend","","","3de kwart 20ste eeuw","1950","ca.","","","glas","geheel","geheel","5.5","cm","","","onderwerp","energie","3de kwart 20ste eeuw"
"Industriemuseum","wonen","V27891","elektrische verlichting","lampenkap","Lampenkap in wit opaline glas","Aan de onderzijde versierd met een geschilderde afbeelding van druivenranken.","onbekend","","","3de kwart 20ste eeuw","1950","ca.","","","glas","geheel","geheel","8","cm","","","onderwerp","energie","3de kwart 20ste eeuw"
"Industriemuseum","wonen","V27896","elektrische verlichting","lampenkap","Lampenkap in mat glas","Tulpvormige matte glazen kap voor een hanglamp.","onbekend","","","2de kwart 20ste eeuw","1940","ca.","1950","ca.","glas","lampenkap","geheel","22","cm","","","onderwerp","energie","2de kwart 20ste eeuw"
"Industriemuseum","wonen","V26155","benodigdheden wassen","waspoeder","Verpakking met waspoeder van het merk Merly","Papieren verpakking met wasmiddel van het merk Merly, te gebruiken voor wollen stoffen. Verpakking van 200 gram. Met Nederlandse en Franse tekst en gebruiksaanwijzing op de zijkant van de verpakking.","Merly","fabrikant","Zwijnaarde","3de kwart 20ste eeuw","1950","ca.","","","waspoeder","inhoud","geheel","17","cm","ZEEPVEZELS / GEWAARBORGD / ZUIVER / Kosteloos / EEN / PRODUKT Merly / VOOR WOLLEN STOFFEN / H.R. GENT 20392 // Produkt / Merly / AGR. 200 GR.V.Z. // De zeepvezels Merly bevatten 100/100 zeep, zijn dus vrij van / talk, silicaat of andere vulstoffen. Ze geven een overvloedig schuim, / en een schone heldere was. De zeepvezels Merly geven altijd goede resultaten, zowel in kalk- als in regenwater, zowel bij lage / of bij hoge temperatuur. Voor zijden of gekleurde stoffen lauw / water gebruiken. De zeepvezels Merly zijn scheikundig zuiver.","Merly","onderwerp","wonen","3de kwart 20ste eeuw"
"Industriemuseum","wonen","V26187","benodigdheden schoonmaken","polijstpoeder","Strooibus met schuurpoeder van het merk Negri","Doos met poeder om glad te schuren van het merk Negri, geproduceerd door Ça-va-seul. Verpakking van 150 gram. Gebruikt om het kookfornuis te poetsen en een glans te geven. Met Nederlandse en Franse tekst.","Ça-va-seul","fabrikant","Vilvoorde","2de helft 20ste eeuw","1950","ca.","1970","ca.","poeder","inhoud","geheel","11","cm","NEGRI / POLIJST / POEDER","Ça-va-seul","onderwerp","wonen","2de helft 20ste eeuw"
"Industriemuseum","wonen","V26200","benodigdheden schoonmaken","boenwas","Blikje met boenwas van het merk Ça-va-seul","Doos met boenwas van het merk Ça-va-seul voor het glad en glanzig wrijven van meubels, linoleum, parketvloeren en marmer. Bevat D.D.T. en basileum. Verpakking van 125 gram. Tekst in het Frans en het Nederlands.","Ça-va-seul","fabrikant","Vilvoorde","3de kwart 20ste eeuw","1950","ca.","1970","ca.","boenwas","inhoud","geheel","5","cm","BOENWAS MET D.D.T. / EN BASILEUM / ÇA-VA-SEUL / MEUBELS - PARKETVLOEREN -  LINOLEUM - MARMER","Ça-va-seul","onderwerp","wonen","3de kwart 20ste eeuw"
"Industriemuseum","wonen","V26220","lichaamshygiëne","zeep","Toiletzeep van het merk Soir de Paris","Harde zeep van het merk Soir de Paris, n° 3347. Geproduceerd door Bourjois. Stuk zeep van 80 gram in originele kartonnen verpakking.","Bourjois","fabrikant","Parijs","3de kwart 20ste eeuw","1960","ca.","1960","","karton","verpakking","geheel","8","cm","SAVON / Soir de Paris / BOURJOIS / PARIS FRANCE // A.G. 80 grs / N°3347 // L'EXCELLENCE / DE NOS PRODUITS / NOUS A CONQUIS / LES MARCHES DU MONDE / Bourjois / PARIS FRANCE","Bourjois","onderwerp","wonen","3de kwart 20ste eeuw"
"Industriemuseum","wonen","V26520","benodigdheden wassen","wasverzachter","Doos wasverzachter van het merk Tide","Wasverzachter van het merk Tide, type Plus. Geproduceerd door Procter & Gamble. Verpakking van 240 gram. Met Nederlandse en Franse tekst en gebruiksaanwijzing op de zijkant van de doos. Verspreid als een gratis proefpak.","Procter & Gamble","fabrikant","Brussel (stad)","einde 20ste eeuw","1980","ca.","","","waspoeder","inhoud","geheel","18.5","cm","NIEUW DONZIG ZACHT / APRILFRIS / GRATIS / PROBEER-PAKJE / Tide / plus wasverzachter","Procter & Gamble","onderwerp","wonen","einde 20ste eeuw"
"Industriemuseum","wonen","V26526","benodigdheden strijken","stijfsel","Doos stijfsel van het merk Crackfree","Stijfsel van het merk Crackfree, type super-apprêt. Gebruikt voor het vernieuwen en verlevendigen van de was. Geproduceerd door Stijfselfabriek De Bijenkorf nv. Verpakking van 250 gram. Met Nederlandse en Franse tekst en gebruiksaanwijzing op de zijkant van de doos. Op de achterkant van de doos reclame voor super-apprêt in een spuitbus.","De Bijenkorf Stijfselfabriek nv","fabrikant","Koog aan de Zaan","3de kwart 20ste eeuw","1970","ca.","1980","ca.","karton","doos","geheel","14","cm","crackfree / super-apprêt / crackfree / netto / 250 gram / net","De Bijenkorf Stijfselfabriek nv","onderwerp","wonen","3de kwart 20ste eeuw"
"Industriemuseum","wonen","V26531","benodigdheden schoonmaken","polijstpasta","Knijptube met polijstpasta van het merk Marta","Tube met polijstpasta van het merk Marta. Gebruikt voor het kuisen en polijsten van allerlei metalen. Tekst in het Frans en het Nederlands.","Marta","fabrikant","","3de kwart 20ste eeuw","1950","ca.","1980","ca.","pasta","inhoud","geheel","3.5","cm","Polijstpasta / MARTA / KUIST ALLE METALEN: GOUD - ZILVER - ALUMINIUM / KOPER - CHROME - NIKKEL - WIT METAAL - BRONS - ENZ.","Marta","onderwerp","wonen","3de kwart 20ste eeuw"
"Industriemuseum","medische en paramedische sector","V26610","","ondersteek","Geëmailleerde ondersteek of bedpan","","onbekend","","","1ste helft 20ste eeuw","1900","ca.","1950","ca.","metaal","geheel","geheel","11.5","cm","","","objectnaam","ondersteek","1ste helft 20ste eeuw"
"Industriemuseum","drukkerij","V08676","afwerking drukkerij","vouwmachine","Papiervouwmachine van het merk Brehmer","Elektrisch aangedreven plooimachine of vouwmachine van het merk Gebrüder Brehmer. De machine wordt gebruikt om papier te plooien tot katernen.","Brehmer Gebrüder","fabrikant","Leipzig","1ste helft 20ste eeuw","1920","ca.","1930","ca.","metaal","geheel","geheel","110","cm","Brehmer Leipzig","Brehmer Gebrüder","onderwerp","drukkerij","1ste helft 20ste eeuw"
"Industriemuseum","wonen","V40046","kooktoestellen","fornuis","Gasfornuis van het merk Nestor Martin","Geëmailleerd gasfornuis met 4 branders, oven en bordenwarmer van het merk Nestor Martin, type California 230. Naast de 230 waren er nog de 201, 204, 211 en 234. De 211 was 10 cm hoger en had een grijze sokkel. 

","Nestor Martin","fabrikant","Sint-Agatha-Berchem (Brussel)","3de kwart 20ste eeuw","1950","ca.","1960","ca.","metaal","geheel","geheel","99","cm","nestor martin // CALIFORNIA - 230","Nestor Martin","onderwerp","wonen","3de kwart 20ste eeuw"
"Industriemuseum","drukkerij","V08688","meubilair","galeikast","Galeikast van het merk Mahez","Metalen kast van het merk Machinehandel Mahez NV om galeien met handzetsel in te bewaren. De kast kan 25 galeien bevatten.","Mahez Machinehandel nv","fabrikant","Amsterdam","20ste eeuw","","","","","metaal","geheel","geheel","92.5","cm","N.V. Machinehandel Mahez / Amterdam C. - Batavia","Mahez Machinehandel nv","onderwerp","drukkerij","20ste eeuw"
"Industriemuseum","energie","V08697-001","gasverlichting","lantaarn","Lichtkooi van gaslantaarn voor openbare verlichting","Ronde lantaarn voor straatverlichting op gas. Beugel uit buizen voor de gastoevoer en met klokvormige koperen kap. De glazen stolp ontbreekt. Het bevestigingssysteem voor hangende gloeikousjes ontbreekt. Oorspronkelijk aan een lantaarnpaal bevestigd (hangend model).","onbekend","","","begin 20ste eeuw","1900","ca.","","","koper","kap","geheel","100","cm","","","","energie","begin 20ste eeuw"
"Industriemuseum","wonen","V10042","lichaamshygiëne","zeep","Toiletzeep van het merk Castella","Harde zeep van het merk Castella, type Spécial. Geproduceerd door Koninklijke Dobbelman nv. Stuk zeep van 64 gram in originele papieren verpakking met Nederlandse en Franse tekst.","Dobbelman nv","fabrikant","Nijmegen","3de kwart 20ste eeuw","1960","ca.","1970","ca.","papier","verpakking","geheel","2","cm","Castella / SPÉCIAL / SCHOONHEIDSZEEP / Sensationele uitvinding veroorzaakt wonder- / baarlijk schuim. Castella-Spécial, een / schoonheidszeep, samengesteld volgens / een nieuwe formule, geeft een overdaad / aan zacht, weldadig schuim. Een zacht / parfum omgeeft U met een waas van / jeugd. / 64 gr. A.G.","Dobbelman nv","onderwerp","wonen","3de kwart 20ste eeuw"
"Industriemuseum","drukkerij","V34351","drukpersen","steendrukpers","Half-automatische steendrukpers van het merk Krause","Zeer grote en zeldzame gietijzeren steendrukpers van de Duitse producent Krause. Een motor drijft het stationair draaiende vliegwiel aan. Door middel van een as en koppeling wordt het houten bed met daarop de lithosteen door een lederen riem, horizontaal onder de rijver door getrokken. De rijver, een brede houten plank, strijkt onder grote druk over het papier. Zo wordt het geïnkte beeld van de steen afgedrukt. Deze pers is een mechanisatie van het originele concept van de houten handpersen voor steendruk. Ze is afkomstig van Drukkerij Desmyter in Diksmuide.","Krause Karl","fabrikant","Leipzig","begin 20ste eeuw","1900","ca.","","","gietijzer","geheel","geheel","158","cm","KRAUSE","Krause Karl","onderwerp","drukkerij","begin 20ste eeuw"
"Industriemuseum","drukkerij","V34365","drukpersen","degelpers","Trapdegelpers geproduceerd door Jullien","Gietijzeren degelpers aangedreven met voetpedaal van de Brusselse constructeur Henri Jullien, type Liberty. Ook aansluiting op stoomaandrijving was mogelijk. Het Liberty mechanisme werd uitgevonden en gepatenteerd in 1859 in de Verenigde Staten door F.O. Degener. Door de voetaandrijving en het automatisch inktmechanisme, kan één persoon de pers bedienen.","Jullien Henri","fabrikant","Brussel (stad)","einde 19de eeuw","1870","ca.","1880","ca.","gietijzer","geheel","geheel","123","cm","H. JULLIEN BRUXELLES","Jullien Henri","onderwerp","drukkerij","einde 19de eeuw"
"Industriemuseum","textiel","V08662","benodigdheden weven","schaar","Weversschaar in vernikkeld metaal van het merk Henckels","Stalen éénrings weversschaar met rechte punt van het merk J.A. Henckels. Het geheel is vernikkeld om het roesten te voorkomen. Deze schaar is ontworpen voor gebruik aan het weefgetouw. Doordat deze schaar van slechts één ring is voorzien blijft het grootste deel van de hand beschikbaar om het weefgetouw te bedienen. Door de ingebouwde veer kan er makkelijk met 1 hand geknipt worden. Afkomstig uit de Vlasspinnerij Blanquaert NV uit Lokeren.

Veel textielarbeiders hadden er zo eentje in hun persoonlijke uitrusting. Over de naam van het schaartje lopen de meningen uiteen. “Vingerschaartje” en “éénogigschaartje” verwijzen naar het uiterlijk van het instrument. “Noppenschaartje” verwijst dan weer naar een handeling. Zo is noppen het zuiveren, uitpluizen en verwijderen van uitstekende draadeindjes en aanhechtingsknoopjes in weefsels.” Sommige snoodaards noemen het dan weer een “klotenknipper” maar omdat deze activiteit buiten het textielgebeuren valt, is deze benaming te betwijfelen tenzij het om een verbastering gaat van “knopenknipper”.","Henckels J.A. International","fabrikant","Solingen","3de kwart 20ste eeuw","1960","","","","metaal","geheel","geheel","11","cm","J.A.HENCKELS / INTERNATIONAL","Henckels J.A. International","onderwerp","textiel","3de kwart 20ste eeuw"
"Industriemuseum","wonen","V08719","warmwatertoestellen","geiser","Gasgeiser van het merk Le Classique","Geëmailleerde geiser of doorstroomverwarmer op gas van het merk Le Classique.
Technisch: 250 cal/min - 10l/m.","Le Classique","fabrikant","België","","","","","","metaal","geheel","geheel","88","cm","LE CLASSIQUE","Le Classique","onderwerp","wonen",""
"Industriemuseum","wonen","V08718","lichaamshygiëne","badkuip","Ligbad van het merk Ahlmann","Geëmailleerd bad in gietijzer om in te bouwen.","Ahlmann","fabrikant","Duitsland","","","","","","gietijzer","geheel","geheel","57","cm","AHLMANN","Ahlmann","onderwerp","wonen",""
"Industriemuseum","textiel","V15467","benodigdheden spinnen","spinnewiel","Vleugel- of trapspinnewiel en spinrok","Klassiek vleugel- of trapspinnewiel of zogenaamd Saksisch spinnewiel. Spinnewiel op drie poten met spingestel, vliegwiel, trapinrichting en spinrok. Verbinding tussen trapplank en wiel ontbreekt. Met bijhorende spinrok.","onbekend","","","19de eeuw","","","","","hout","geheel","spinnewiel","115","cm","","","onderwerp","textiel","19de eeuw"
"Industriemuseum","wonen","V08579","wastoestellen","wasmachine","Manuele wasmachine van het merk Superb","Geëmailleerde manueel aangedreven wasmachine (type bovenlader) van het merk Superb. Met mangel op de rand om het wasgoed te ontdoen van het meeste vocht.","Superb","fabrikant","","","","","","","metaal","geheel","geheel","113","cm","","Superb","onderwerp","wonen",""
"Industriemuseum","voeding","V01399","productverpakkingen","fles","Grote waterfles van brouwerij Cobbaert-Donny","Groen-blauwe glazen fles voor mineraalwater van brouwerij E. Cobbaert-Donny, type Blandinberg. Inhoud van 1 liter. Met schroefdraad aan de binnenkant van de hals en schroefdop van het merk Meirsonne. De waterfabriek was gelegen in de Sint-Pietersnieuwstraat in Gent.","onbekend","","","1ste helft 20ste eeuw","1900","ca.","1950","ca.","glas","fles","geheel","33.5","cm","MEIRESONNE","Cobbaert-Donny","onderwerp","voeding","1ste helft 20ste eeuw"
"Industriemuseum","wonen","V08799","petroleumverlichting","petroleumlamp","Draagbare lamp op petroleum van het merk Lietar","Koperen petroleumlamp van het merk Lampe Lietar. Met een vlakbrander en peervormig lampenglas of tochtglas. De petroleumlamp werd met een speciaal systeem verbeterd door de heer Liétard. De verbetering werd gebreveteerd in Engeland.","Lampe Lietar","fabrikant","","begin 20ste eeuw","1900","ca.","1920","ca.","koper","geheel","geheel","54","cm","LAMPE LIETAR BREVETE / D / 5163","Lampe Lietar","onderwerp","energie","begin 20ste eeuw"
"Industriemuseum","drukkerij","V37526","snijmachines","snijmachine","Kartonschaar","Manuele snijtafel voor papier of karton.","onbekend","","China","20ste eeuw","","","","","metaal","geheel","geheel","10","cm","MADE IN CHINA","","onderwerp","drukkerij","20ste eeuw"
"Industriemuseum","drukkerij","V08706","drukpersen","diepdrukpers","Diepdrukpers of etspers met gietijzeren frame","Drukpers voor diepdruk, ook etspers genoemd, naar de techniek van het etsen om de drukplaat te maken. Afkomstig van kunstenaar Geo Langie (Gent, 1906-1982).","onbekend","","","begin 20ste eeuw","","","","","gietijzer","geheel","geheel","175","cm","","Langie, Geo","onderwerp","drukkerij","begin 20ste eeuw"
